当前数据库信息：
jdbc:oracle:thin:@192.168.10.106:1521:orcl, scjm2, scjm2
==================


1、数据库实例信息

startup_time, instance_name, host_name, version

2015-11-30, orcl, localhost.localdomain, 11.2.0.3.0


2、安装环境信息

version_time, database_role, resetlogs_change#, open_resetlogs, protection_level, standby_became_primary_scn, db_unique_name, supplemental_log_data_fk, archive_change#, activation#, platform_id, platform_name, created, controlfile_type, name, log_mode, dbid, current_scn, controlfile_time, flashback_on, fs_failover_status, supplemental_log_data_min, dataguard_broker, supplemental_log_data_all, archivelog_change#, controlfile_converted, guard_status, controlfile_change#, resetlogs_time, supplemental_log_data_pl, supplemental_log_data_pk, archivelog_compression, last_open_incarnation#, switchover_status, checkpoint_change#, recovery_target_incarnation#, protection_mode, open_mode, remote_archive, prior_resetlogs_time, supplemental_log_data_ui, fs_failover_threshold, force_logging, controlfile_sequence#, switchover#, prior_resetlogs_change#, controlfile_created

2014-07-09, PRIMARY, 995548, NOT ALLOWED, UNPROTECTED, 0, orcl, NO, 43050866, 1380247339, 13, Linux x86 64-bit, 2014-07-09, CURRENT, ORCL, NOARCHIVELOG, 1380260907, 43110179, 2016-01-15, NO, DISABLED, NO, DISABLED, NO, 0, NO, NONE, 43110154, 2014-07-09, NO, NO, DISABLED, 2, NOT ALLOWED, 43091204, 2, MAXIMUM PERFORMANCE, READ WRITE, ENABLED, 2011-09-17, NO, 0, NO, 222131, 1380247339, 1, 2014-07-09


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.3.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.3.0

PL/SQL, Production, 11.2.0.3.0

TNS for Linux:, Production, 11.2.0.3.0


4、数据库安装配置信息

parameter, value
BIN$C/PD3Vo+NKrgUwEAAH9jrg==$0, QIC800, URLID

BIN$C/PD3Vo+NKrgUwEAAH9jrg==$0, QIC801, 来源URLID

BIN$C/PD3VpaNKrgUwEAAH9jrg==$0, QIC791, 主键

BIN$C/PD3VpaNKrgUwEAAH9jrg==$0, QIC792, ip地址

BIN$C/PD3VpaNKrgUwEAAH9jrg==$0, QIC793, 端口

BIN$C/PD3VpaNKrgUwEAAH9jrg==$0, QIC794, 时间戳

T_PJ15_12, PJ1512010, 合计

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001001, 流水号

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ000, 项目流水号

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001002, 单位名称

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJB2001003, 所有制

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001004, 注册地

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001005, 资产总额

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001013, 法人代表

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001007, 所属行业

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001008, 联系人

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001009, 联系人手机

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2001010, 组织机构代码

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2002011, 合同合计（万）

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2002012, 进账合计（万）

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2002013, 发票金额（万）

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2002014, 带动省内中小企业户数合计

BIN$CW+ReuqMV+DgUwEAAH9myA==$0, PJ2002015, 涉及总金额合计（万元）

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001001, 流水号

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ000, 项目流水号

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001002, 单位名称

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJB2001003, 所有制

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001004, 注册地

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001005, 资产总额

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001013, 法人代表

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001007, 所属行业

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001008, 联系人

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001009, 联系人手机

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2001010, 组织机构代码

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2002011, 合同合计（万）

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2002012, 进账合计（万）

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2002013, 发票金额（万）

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2002014, 带动省内中小企业户数合计

BIN$CW+eu5sJV/DgUwEAAH+lPw==$0, PJ2002015, 涉及总金额合计（万元）

T_PJ20_01, PJ2001001, 流水号

T_PJ20_01, PJ000, 项目流水号

T_PJ20_01, PJ2001002, 单位名称

T_PJ20_01, PJB2001003, 所有制

T_PJ20_01, PJ2001004, 注册地

T_PJ20_01, PJ2001005, 在川母公司

T_PJ20_01, PJ2001013, 发票金额（万）

T_PJ20_01, PJ2001007, 所属行业

T_PJ20_01, PJ2001008, 联系人

T_PJ20_01, PJ2001009, 联系人手机

T_PJ20_01, PJ2001010, 组织机构代码

T_PJ20_01, PJ2001011, 合同合计（万）

T_PJ20_01, PJ2001012, 进账合计（万）

T_PJ08_01, PJ0801028, 市（州）

T_PJ20_01, PJ2001014, 带动省内中小企业户数合计

T_PJ20_01, PJ2001015, 涉及总金额合计（万元）

T_PJ20_02, PJ2002001, 流水号

T_PJ20_02, PJ000, 项目流水号

T_PJ20_02, PJ2002002, 单位名称

T_PJ20_02, PJB2002003, 所有制

T_PJ20_02, PJ2002004, 注册地

T_PJ20_02, PJ2002005, 在川母公司名称

T_PJ20_02, PJ2002006, 法人代表

T_PJ20_02, PJ2002007, 所属行业

T_PJ20_02, PJ2002008, 联系人

T_PJ20_02, PJ2002009, 联系人手机

T_PJ20_02, PJ2002010, 组织机构代码

T_PJ20_03, PJ2003001, 流水号

T_PJ20_03, PJ000, 项目流水号

T_PJ20_03, PJ2003002, 项目所在地

T_PJ20_03, PJ2003003, 兼并重组方式

T_PJ20_03, PJ2003004, 所涉及现金总额

T_PJ20_03, PJ2003005, 资金来源

T_PJ20_03, PJ2003006, 所涉及资产总额

T_PJ20_03, PJ2003007, 资产性质

T_PJ20_03, PJ2003008, 完成时间

T_PJ20_03, PJ2003009, 实施兼并主要目的

T_PJ20_03, PJ2003010, 兼并方案简述

T_PJ20_04, PJ2004001, 流水号

T_PJ20_04, PJ000, 项目流水号

T_PJ20_04, PJ2004002, 获奖人姓名

T_PJ20_04, PJ2004003, 获奖表彰

T_PJ20_04, PJ2004004, 获奖人到企业时间

T_PJ20_04, PJ2004005, 联系手机

T_PJ20_04, PJ2004006, 认定名称

T_PJ20_04, PJ2004007, 认定单位名称

T_PJ20_04, PJ2004008, 发证单位名称

T_PJ20_04, PJ2004009, 认定时间

T_PJ20_04, PJ2004010, 采购设备（技术）的目的和对企业核心竞争力提升情况简述

T_PJ20_04, PJ2004011, 设备总金额（万元）

T_PJ20_05, PJ2005001, 流水号

T_PJ20_05, PJ000, 项目流水号

T_PJ20_05, PJ2005002, 银行名称

T_PJ20_05, PJ2005003, 贷款合同编号

T_PJ20_05, PJ2005004, 合同金额

T_PJ20_05, PJ2005005, 所在页码

T_PJ20_05, PJ2005006, 贷款借据编号

T_PJ20_05, PJ2005007, 借据金额

T_PJ20_05, PJ2005008, 进账单日期

T_PJ20_05, PJ2005009, 所在页码

T_PJ20_06, PJ2006001, 流水号

T_PJ20_06, PJ000, 项目流水号

T_PJ20_06, PJ2006002, 银行名称

T_PJ20_06, PJ2006003, 贷款合同编号

T_PJ20_06, PJ2006004, 付息凭证单号

T_PJ20_06, PJ2006005, 付息日期

T_PJ20_06, PJ2006006, 所在页码

T_PJ20_06, PJ2006007, 实际利率

T_PJ20_06, PJ2006008, 实付息

T_PJ20_06, PJ2006009, 基准利率计算应付息

T_PJ20_07, PJ2007001, 流水号

T_PJ20_07, PJ000, 项目流水号

T_PJ20_07, PJ2007002, 采购设备（技术）名称

T_PJ20_07, PJ2007003, 采购时间

T_PJ20_07, PJ2007004, 涉及采购金额（万）

T_PJ20_07, PJ2007005, 发票（合同）编号

T_PJ20_07, PJ2007006, 开具时间

T_PJ20_07, PJ2007007, 发票（合同）金额（万）

T_PJ20_07, PJ2007008, 所在页码

T_PJ20_08, PJ2008001, 流水号

T_PJ20_08, PJ000, 项目流水号

T_PJ20_08, PJB2008002, 带动方式

T_PJ20_08, PJ2008003, 直接参与项目建设（协作）带动省内中小企业户数（户）

T_PJ20_08, PJ2008004, 直接参与项目建设（协作）涉及总金额（万元）

T_PJ20_09, PJ2009001, 流水号

T_PJ20_09, PJ000, 项目流水号

T_PJ20_09, PJB2009002, 带动类型

T_PJ20_09, PJ2009003, 带动中小企业名称

T_PJ20_09, PJ2009004, 中小企业所在地

T_PJ20_09, PJ2009005, 合同编号

T_PJ20_09, PJ2009006, 合同金额（万）

T_PJ20_09, PJ2009007, 所在页

T_PJ20_09, PJ2009008, 发票编号

T_PJ20_09, PJ2009009, 发票金额（万）

T_PJ20_09, PJ2009010, 所在页

T_PJ20_01, PJB2001016, 申报类别

T_PJ20_01, PJ2001017, 贷款总额度

T_PJ20_01, PJ2001018, 基准利率应付息总额

T_PJ20_01, PJ2001006, 法人代表

T_PJ08_01, PJ0801029, 县（市、区）

T_PJ20_01, PJB2001019, 市州

T_PJ20_01, PJB2001020, 区县

T_RP_13, RP1301, 提交标志

T_RP_16, RP1601, 提交标志

T_RP_17, RP1701, 提交标志

T_RP_18, RP1801, 提交标志

T_RP_19, RP1901, 提交标志

T_RP_20, RP201, 填报明细流水号

T_RP_20, RP210, 填报流水号

T_RP_20, RP202, 序号

T_RP_20, RP203, 指标

T_RP_20, RP204, 单位

T_RP_20, RP205, 本月

T_RP_20, RP206, 本年累计

T_RP_20, RP207, 本月同比

T_RP_20, RP208, 本年累计同比

T_RP_20, RP209, 下月预计

T_RP_20, AAE003, 年月

T_RP_20, RP2001, 提交标志

T_CM_01, OFFICESNAME, 处室名称

T_CM_01, AAE011, 经办人AAE011

T_CM_01, AAE036, 经办时间AAE036

T_CM_01, AAE013, 备注AAE013

T_CM_01, AAE010, 有效标记AAE010

T_CM_02, USERID, 用户id

T_CM_02, ORGID, 组织机构id

T_CM_02, COSTOMNO, 自定义编码

T_CM_02, ORGIDPATH, 组织id路径

T_CM_02, ORGNAMEPATH, 组织名称路径

T_CM_02, PAB001, 一级科目代码PAB001

T_CM_02, PAB002, 二级科目代码PAB002

T_CM_02, PAB008, 子项代码

T_CM_02, DATAFLAG, 数据标识

T_CM_03, PAB001, 一级科目代码

T_CM_03, PAB002, 二级科目代码

T_CM_03, PAB008, 子项代码

T_CM_03, AAE010, 有效标识

T_PJ15_03, PJ1503019, 资产总额（同比）

T_PJ15_03, PJ1503020, 流动资产总额（同比）

T_PJ15_03, PJ1503021, 固定资产总额（同比）

T_PJ15_03, PJ1503022, 负债总额（同比）

T_PJ15_03, PJ1503023, 银行贷款（同比）

T_CM_01, ORGNAMEPATH, 组织名称路径

T_PJ15_03, PJ1503024, 企业净资产额（同比）

T_PJ15_03, PJ1503025, 资产负债率（同比）

T_PJ15_03, PJ1503026, 营业收入（同比）

T_PJ15_03, PJ1503027, 新产品营业收入（同比）

T_PJ15_03, PJ1503028, 利润总额（同比）

T_PJ15_03, PJ1503029, 新产品销售利润（同比）

T_PJ15_03, PJ1503030, 上缴税金（同比）

T_PJ15_03, PJ1503031, 职工人数（同比）

T_PJ15_03, PJ1503032, 其中技术人员（同比）

T_PJ15_03, PJ1503033, 所有者权益（同比）

T_PJ15_03, PJB1503034, 经营状况数据类别（00预计10 1-10月）

T_PJ15_12, PJ1512000, 流水号

T_PJ15_12, PJ000, 项目流水号

T_PJ15_12, PJ1512001, 自有资金

T_PJ15_12, PJ1512002, 贷款金额

T_PJ15_12, PJ1512003, 贷款银行

T_PJ15_12, PJ1512004, 贷款起始日

T_PJ15_12, PJ1512005, 贷款截止日

T_PJ15_12, PJ1512006, 年利率（%）

T_PJ15_12, PJ1512007, 已支付利息金额

T_PJ15_12, PJ1512008, 其它资金

T_PJ15_12, PJ1512009, 固定资产投资

T_PJ15_11, PJ1511001, 流水号

T_PJ15_11, PJ000, 项目流水号

T_PJ15_11, PJ1511002, 已购置设备、软件、新工艺名录

T_PJ15_11, PJ1511003, 购置来源

T_PJ15_11, PJ1511004, 购置时间

T_PJ15_11, PJ1511005, 购置金额

T_PJ15_11, PJ1511006, 成效

T_PJ15_08, PJ1508008, 贷款起始日

T_PJ15_08, PJ1508009, 贷款截止日

T_PJ15_08, PJ1508010, 贷款合同编号

T_PJ15_08, PJ1508011, 进账单日期

T_PJ15_08, PJ1508012, 应支付利息金额

T_PJ15_10, PJB1510020, 申报类别

T_PJ15_10, PJB1510021, 项目来源

T_PJ17_19, PJ1719024, 贷款利息总额

T_PJ17_19, PJ1719025, 已付项目贷款利息

T_PJ17_19, PJ1719026, 贷款金额

T_PJ17_20, PJ1720008, 备注

T_PJ17_21, PJ1721008, 备注

T_PJ17_17, PJB1717027, 主体类别

T_PJ13_01, PJ1301016, 申请资助额

T_PJ13_01, PJ1301017, 1-10月计提风险准备金总额

T_PJ13_01, PJ1301018, 1-10月风险准备金余额

T_PJ13_01, PJ1301019, 服务资质情况

T_PJ13_01, PJ1301020, 服务情况

T_PJ13_01, PJ1301021, 备注

T_PJ13_01, PJ1301022, 法人代码

T_PJ13_01, PJ1301023, 注册地址

T_PJ13_04, PJ1304010, 1-8月新增中小企业贷款担保额

T_PJ13_04, PJ1304011, 9-10月新增中小企业贷款担保额

T_PJ13_03, PJ1303011, 主营业务收入

T_PJ13_03, PJ1303012, 其中：服务性业务收入

T_PJ13_03, PJ1303013, 从业人数

T_PJ13_03, PJ1303014, 固定资产

T_PJ13_03, PJ1303015, 服务成本支出

T_PJ13_03, PJ1303016, 流动资产

T_PJ13_03, PJ1303017, 负债总额

T_PJ13_03, PJ1303018, 净资产

T_PJ13_03, PJ1303019, 净利润

T_PS_03, PS03001, 项目绩效期号

T_PS_03, PJ000, 项目流水

T_PS_03, PJ002, 项目名称

T_PS_03, EP001, 企业编号

T_PS_03, EP003, 企业名称

T_PS_03, PJ029, 申报年度PJ029

T_PS_03, PJB003, 一级科目PJB003

T_PS_03, PJB004, 二级科目PJB004

T_PS_03, PJB7099, 子项PJB7099

T_PS_03, EP017, 所属部门代码EP017

T_PS_03, ORGIDPATH, 组织id路径

T_PS_03, PS03002, 资金额度（万元）

T_PS_03, PS03003, 项目完成目标（数量、质量、时限等）

T_PS_03, PS03004, 计划能力达标率

T_PS_03, PS03005, 主营业务收入增长率

T_PS_03, PS03006, 利税增长率

T_PS_03, PS03007, 其他

T_PS_03, PS03008, 环保达标率

T_PS_03, PS03009, 社会贡献率

T_PS_03, PS03010, 季度

T_PS_03, PS03011, 其他需要说明情况

T_PS_03, PS03013, 在孵企业销售收入总额

T_PS_03, PS03014, 在孵企业利税总额

T_PS_03, PS03015, 入驻企业个数

T_PS_03, PS03016, 毕业企业个数

T_PS_03, PS03017, 在孵企业就业人数

T_PS_03, PS03018, 培育新增升级企业个数

T_PS_03, PS03019, 服务活动次数

T_PS_03, PS03020, 服务企业户数

T_PS_03, PSB03021, 服务满意度

T_PS_03, AAE011, 操作人AAE011

T_PS_03, AAE036, 操作时间AAE036

T_PS_03, AAE010, 有效标识

T_PS_03, PSB03012, 提交状态

T_PJ13_06, PJ1306001, 流水号

T_PJ13_06, PJ000, 项目流水号

T_PJ13_06, PJ1306002, 中小企业名称（担保客户名称）

T_PJ13_06, PJ1306003, 贷款担保额

T_PJ13_06, PJ1306004, 担保期限（月）

T_PJ13_06, PJ1306005, 担保年费率（%）

T_PJ13_06, PJ1306006, 担保责任发生时间

T_PJ13_06, PJ1306007, 担保责任解除时间

T_PJ13_06, PJ1306008, 合作银行

T_PJ13_06, PJ1306009, 贷款合同号

T_PJ13_06, PJ1306010, 担保合同号

T_PJ13_06, PJ1306011, 备注

T_PJ13_07, PJ1307001, 流水号

T_PJ13_07, PJ000, 项目流水号

T_PJ13_07, PJ1307002, 服务中小企业名称

T_PJ13_07, PJ1307003, 服务内容

T_PJ13_07, PJ1307004, 服务效果

T_PJ13_07, PJ1307005, 收费情况（万元）

T_PJ13_07, PJ1307006, 服务时间

T_PJ13_07, PJ1307007, 服务中小企业基本情况-联系人

T_PJ13_07, PJ1307008, 服务中小企业基本情况-联系电话

T_PJ13_07, PJ1307009, 服务中小企业基本情况-联系地址

T_PJ13_07, PJ1307010, 备注

T_PS_03, COSTOMNO, 所属区县编码

T_PJ17_18, PJ1718014, 上年度实现利润

T_PJ17_18, PJ1718015, 上年度缴纳税金

T_PJ17_18, PJ1718016, 上年度入驻企业数（基地填写）

T_PJ17_18, PJ1718017, 上年度毕业企业数（基地填写）

T_PJ17_18, PJ1718018, 上年度在孵企业使用面积（基地填写）

T_PJ17_18, PJ1718019, 上年度在孵企业销售收入（基地填写）

T_PJ17_18, PJ1718020, 上年度在孵企业就业人数（基地填写）

T_PJ17_19, PJ1719027, 其中：场地装修改造

T_PJ17_19, PJ1719028, 购买软硬件设施设备

T_PJ17_19, PJ1719029, 其他投资

T_PJ17_19, PJ1719030, 其他来源资金

T_PJ17_19, PJ1719031, 申请补助资金

T_PJ17_17, PJ1717028, 固定资产

T_PJ17_23, PJ1723001, 流水号

T_PJ17_23, PJ000, 项目流水号

T_PJ17_23, PJ1503002, 年度

T_PJ17_23, PJ1503003, 资产总额

T_PJ17_23, PJ1503004, 流动资产总额

T_PJ17_23, PJ1503005, 固定资产总额

T_PJ17_23, PJ1503006, 负债总额

T_PJ17_23, PJ1503007, 银行贷款

T_PJ17_23, PJ1503008, 企业净资产额

T_PJ17_23, PJ1503009, 资产负债率

T_PJ17_23, PJ1503010, 营业收入

T_PJ17_23, PJ1503011, 新产品营业收入

T_PJ17_23, PJ1503012, 利润总额

T_PJ17_23, PJ1503014, 新产品销售利润

T_PJ17_23, PJ1503015, 上缴税金

T_PJ17_23, PJ1503016, 职工人数

T_PJ17_23, PJ1503017, 其中技术人员

T_PJ17_23, PJ1503018, 所有者权益

T_PJ17_23, PJ1503019, 资产总额（同比）

T_PJ17_23, PJ1503020, 流动资产总额（同比）

T_PJ17_23, PJ1503021, 固定资产总额（同比）

T_PJ17_23, PJ1503022, 负债总额（同比）

T_PJ17_23, PJ1503023, 银行贷款（同比）

T_PJ17_23, PJ1503024, 企业净资产额（同比）

T_PJ17_23, PJ1503025, 资产负债率（同比）

T_PJ17_23, PJ1503026, 营业收入（同比）

T_PJ17_23, PJ1503027, 新产品营业收入（同比）

T_PJ17_23, PJ1503028, 利润总额（同比）

T_PJ17_23, PJ1503029, 新产品销售利润（同比）

T_PJ17_23, PJ1503030, 上缴税金（同比）

T_PJ17_23, PJ1503031, 职工人数（同比）

T_PJ17_23, PJ1503032, 其中技术人员（同比）

T_PJ17_23, PJ1503033, 所有者权益（同比）

T_PJ17_23, PJB1503034, 经营状况数据类别（00预计10 1-10月）

T_PJ17_23, PJ1723003, RD（研究开发费用）投入

T_PJ17_23, PJ1723004, RD（研究开发费用）投入占销售收入比例（%）

T_PJ17_23, PJ1723005, RD（研究开发费用）投入（同比）

T_PJ17_23, PJ1723006, RD（研究开发费用）投入占销售收入比例（%）（同比）

T_PJ17_24, PJ000, 项目流水号

T_PJ17_24, PJ1724001, 流水号

T_PJ17_24, PJ1724002, 租用面积

T_PJ17_24, PJB1724003, 厂房属性

T_PJ17_24, PJ1724004, 单价（元/平方米）

T_PJ17_24, PJ1724005, 年租金总额

T_PJ17_24, PJ1724006, 今年已支付租金

T_PJ17_24, PJ1724007, 去年已付租金总额

T_PJ17_24, PJ1724008, 主要用途

T_PJ17_25, PJ000, 项目流水号

T_PJ17_25, PJ1725001, 流水号

T_PJ17_25, PJ1725002, 组织机构代码

T_PJ17_25, PJ1725003, 注册类型

T_PJ17_25, PJ1725004, 所在示范基地

T_PJ17_25, PJ1725005, 进入基地时间

T_PJ17_25, PJ1725006, 财务负责人

T_PJ17_25, PJ1725007, 财务联系电话

T_PJ17_25, PJ1725008, 申报联系人

T_PJ17_25, PJ1725009, 办公电话

T_PJ17_25, PJ1725010, 手机

T_PJ17_25, PJ1725011, 电子邮箱

T_PJ17_25, PJ1725012, 经营范围

T_PJ17_25, PJ1725013, 主要产品及规模

T_PJ17_25, PJ1725014, 贷款卡编码

T_PJ17_25, PJ1725015, 获得国家、省级资质、证书、荣誉等情况

T_PJ17_26, PJ000, 项目流水号

T_PJ17_26, PJ1513001, 国家专利数

T_PJ17_26, PJ1513002, 发明专利数

T_PJ17_26, PJ1513003, 外观专利数

T_PJ17_26, PJ1513004, 新型实用专利数

T_PJ17_26, PJ1513005, 新产品鉴定证书数

T_PJ17_26, PJ1513006, 软件著作权数

T_PJ17_26, PJ1513007, 引进技术

T_PJ17_26, PJ1513008, 自主技术

T_PJ17_26, PJ1513009, 合计

BIN$DAb3mdp5RungUwEAAH9xsg==$0, PJ029, 年度

T_PJ_01, MENUNAMEPATH, 菜单名称路径

T_PJ03_13, PJ0313001, 流水号

T_PJ03_13, PJ000, 项目流水号

T_PJ03_13, PJ0302002, 项目名称

T_PJ03_13, PJB0302003, 项目所属行业

T_PJ03_13, PJ0302004, 承担单位

T_PJ03_13, PJ0302007, 主要协作单位

T_PJ03_13, PJB0313002, 所属五大高端成长型产业类别

T_PJ03_13, PJB0302011, 项目类型

T_PJ03_13, PJ0302012, 开发方式

T_PJ03_13, PJ0302018, 项目开始年月

T_PJ03_13, PJ0302019, 项目结束年月

T_PJ03_13, PJ0302020, 计划总投资

T_PJ03_13, PJ0302021, 其中贷款

T_PJ03_13, PJ0302022, 其中自筹

T_PJ03_13, PJ0313003, 其中其它资金

T_PJ03_13, PJ0302025, 考核指标-经济指标

T_PJ03_13, PJ0302026, 考核指标-技术指标

T_PJ03_13, PJ0313004, 其他资金来源说明

T_PJ03_13, PJ0313005, 申请专项补助资金

T_PJ03_13, PJ0313006, 联系人-姓名

T_PJ03_13, PJ0313007, 部门和职务

T_PJ03_13, PJ0313008, 固定电话

T_PJ07_03, PJ0703002, 销售收入增幅

T_PJ07_03, PJ0703003, 利润增幅

T_PJ07_03, PJ0703004, 税金增幅

T_PJ07_03, PJ0703005, 研发经费

T_PJ07_03, PJ0703006, 研发经费增幅

T_PJ07_03, PJ0703007, 研发投入比

T_PJ07_08, PJ0708002, 产品销售收入

T_PJ07_08, PJ0708003, 占比

T_PA_13, AAE001, 填报年度

T_PA_13, PAB001, 一级科目代码

TBPM_TASK_HIS, EXECUTEBY_NAME_PATH, 执行者名称路径

TBPM_TASK_HIS, EXECUTEBY_ORG_NAME, 执行者组织名称

TBPM_TASK_HIS, EXECUTEBY_AGENT_NAME, 执行代理者姓名

TBPM_TASK_HIS, START_TIME, 任务开始时间

TBPM_TASK_HIS, DURATION_WORK_TIME, 任务持续工作日时间

TBPM_TASK_HIS, OLD_STATE, 任务原状态

TBPM_TASK_HIS, SIGN_COUNT, 会签数量

TBPM_TASK_HIS, LAST_LOG_ID, 最新操作日志ID

TBPM_TASK_HIS, COLL_BATCH_TIME, 关联实例批次时间

TBPM_TASK_HIS, EXT_FLD_2, 保留字段2

TBPM_TASK_HIS, EXT_FLD_5, 保留字段5

TBPM_TASK_HIS, EXT_FLD_9, 保留字段9

TBPM_TASK, TYPE, 任务类型（树）

TBPM_TASK, PROC_DEF_ID, 流程定义ID

TBPM_TASK, NODE_DEF_ID, 节点定义ID

TBPM_TASK, IS_AGREE, 是否同意

TBPM_TASK, POOL_INST_ID, 流程关联实例ID

TBPM_TASK, IS_REDO, 是否重做(回退任务)

TBPM_TASK, EXEC_ORDER, 执行顺序

TBPM_TASK, EXEC_TYPE, 执行模式

TBPM_TASK, HANDLE_FORM_TYPE, 处理任务表单类型

TBPM_TASK, BIZ_KEY_2, 业务主键2

TBPM_TASK, CREATEBY, 创建者ID

TBPM_TASK, CREATEBY_NAME_PATH, 创建者名称路径

TBPM_TASK, CREATEBY_NAME, 创建者姓名

TBPM_TASK, CREATEBY_AGENT_NAME, 创建代理者姓名

TBPM_TASK, EXECUTEBY_NAME_PATH, 执行者名称路径

TBPM_TASK, EXECUTEBY_NAME, 执行者名称

TBPM_TASK, START_TIME, 任务开始时间

TBPM_TASK, DUE_TIME, 任务预期完成时间

TBPM_TASK, DURATION_WORK_TIME, 任务持续工作日时间

TBPM_TASK, ATTACHMENT, 附件列表

TBPM_TASK, LAST_LOG_ID, 最新操作日志ID

TBPM_TASK, COLL_BATCH_TIME, 关联实例批次时间

TBPM_TASK, CAUSE_MODE, 发起实例执行方式

TBPM_TASK, EXT_FLD_7, 保留字段7

TBPM_TASK, EXT_FLD_8, 保留字段8

TBPM_RIGHTS, ID, 流水号

TBPM_RIGHTS, RIGHT_TYPE, 流程权限类型

TBPM_PROC_VAR_HIS, NODE_INST_ID, 节点实例ID

TBPM_PROC_VAR_HIS, TYPE, 数据类型

TBPM_PROC_VAR_HIS, VAR_LONG, 整数值

TBPM_PROC_VAR_HIS, CREATEBY, 创建者ID

TBPM_PROC_VAR, VER_NO, 版本号

TBPM_PROC_VAR, TASK_ID, 任务ID

TBPM_PROC_VAR, TYPE, 数据类型

TBPM_PROC_VAR, VAR_LONG, 整数值

TBPM_PROC_VAR, VAR_BIG_TEXT, 大文本值

TBPM_PROC_VAR, UPDATEBY, 创建者ID

TBPM_PROC_RUN_TRACE_HIS, PROC_INST_ID, 流程实例ID

TBPM_PROC_RUN_TRACE_HIS, TO_NODE_DEF_ID, TO节点定义ID

TBPM_EXEC_RULE, REMIND_RECEIVEBY, 催办消息接收者

TBPM_EXEC_RULE, REMIND_SITE_TPL, 催办站内消息内容模板

TBPM_EXEC_RULE, EXT_ATTRIBUTE, 流程任务属性

TBPM_EXEC_RULE, IS_SKIP_FIRST_NODE, 是否跳过第一个Task节点

TBPM_EXEC_RULE, TRANS_NODE, 流入指定环节时触发通知

TBPM_EXEC_RULE, MSG_TYPE, 消息类型（站内、邮件、短信）

TBPM_EXEC_RULE, BACK_METHOD, 回退方式

TBPM_EXEC_RULE, IS_SKIP, 是否允许跨越

TBPM_EXEC_RULE, EXP_TYPE, 表达式类型

TBPM_EXEC_RULE, EXPRESSION, 执行表达式

TBPM_DEPLOY, NAME, 部署名称

TBPM_DEPLOY, DEPLOYBY, 部署人ID

